Voltage (V),Current (A)
-0.7508,-3.256e-08
-0.7608,-2.4199e-08
-0.77081,-2.9376e-08
-0.7808,-3.5125e-08
-0.7908,-2.6823e-08
-0.8008,-3.1247e-08
-0.8108,-3.7744e-08
-0.8208,-2.9576e-08
-0.8308,-3.3203e-08
-0.8408,-4.0326e-08
-0.8509,-3.2514e-08
-0.86091,-3.5415e-08
-0.8709,-4.3091e-08
-0.8809,-3.5744e-08
-0.8909,-3.7464e-08
-0.9009,-4.5804e-08
-0.9109,-3.9898e-08
-0.9209,-3.9204e-08
-0.9309,-4.8919e-08
-0.9409,-4.3653e-08
-0.951,-4.2008e-08
-0.961,-5.1914e-08
-0.971,-4.776e-08
-0.98101,-4.4924e-08
-0.991,-5.5005e-08
-1.001,-5.1906e-08
-1.011,-4.8165e-08
-1.021,-5.8313e-08
-1.031,-5.6033e-08
-1.041,-5.1608e-08
-1.0511,-6.1842e-08
-1.0611,-6.0285e-08
-1.0711,-5.5421e-08
-1.0811,-6.528e-08
-1.0911,-6.4796e-08
-1.1011,-5.9302e-08
-1.1111,-6.8846e-08
-1.1211,-6.935e-08
-1.1311,-6.3411e-08
-1.1411,-7.2611e-08
-1.1512,-7.3895e-08
-1.1612,-6.7521e-08
-1.17121,-7.645e-08
-1.1812,-7.8612e-08
-1.1912,-7.1737e-08
-1.2012,-8.0326e-08
-1.2112,-8.3534e-08
-1.2212,-7.6209e-08
-1.23121,-8.4388e-08
-1.2412,-8.8425e-08
-1.2513,-8.106e-08
-1.26131,-8.8441e-08
-1.2713,-9.3551e-08
-1.2813,-8.6024e-08
-1.29131,-9.2698e-08
-1.3013,-9.8735e-08
-1.3113,-9.1316e-08
-1.32131,-9.6991e-08
-1.3313,-1.04041e-07
-1.3413,-9.6665e-08
-1.3514,-1.01767e-07
-1.3614,-1.09272e-07
-1.3714,-1.02723e-07
-1.38141,-1.05684e-07
-1.3914,-1.14723e-07
-1.4014,-1.08912e-07
-1.4114,-1.10347e-07
-1.4214,-1.20403e-07
-1.4314,-1.15189e-07
-1.4414,-1.15722e-07
-1.4515,-1.26307e-07
-1.4615,-1.21591e-07
-1.47151,-1.21352e-07
-1.4815,-1.32175e-07
-1.4915,-1.2854e-07
-1.5015,-1.27229e-07
-1.5115,-1.38256e-07
-1.5215,-1.35572e-07
-1.5315,-1.3336e-07
-1.5415,-1.44494e-07
-1.5516,-1.42674e-07
-1.5616,-1.39799e-07
-1.5716,-1.51046e-07
-1.5816,-1.49873e-07
-1.5916,-1.46467e-07
-1.60161,-1.5762e-07
-1.6116,-1.57556e-07
-1.6216,-1.53501e-07
-1.6316,-1.64443e-07
-1.6416,-1.65148e-07
-1.6517,-1.60724e-07
-1.6617,-1.71251e-07
-1.6717,-1.73126e-07
-1.6817,-1.68159e-07
-1.6917,-1.78317e-07
-1.7017,-1.81146e-07
-1.7117,-1.7562e-07
-1.72171,-1.8556e-07
-1.7317,-1.89258e-07
-1.7417,-1.83349e-07
-1.7518,-1.92991e-07
-1.7618,-1.97619e-07
-1.7718,-1.91447e-07
-1.78181,-2.00236e-07
-1.7918,-2.06256e-07
-1.8018,-1.99867e-07
-1.81181,-2.07494e-07
-1.8218,-2.14953e-07
-1.8318,-2.08671e-07
-1.84181,-2.15436e-07
-1.8519,-2.23805e-07
-1.8619,-2.17696e-07
-1.87191,-2.2353e-07
-1.8819,-2.32652e-07
-1.8919,-2.26942e-07
-1.9019,-2.32008e-07
-1.9119,-2.41748e-07
-1.9219,-2.36463e-07
-1.9319,-2.40772e-07
-1.9419,-2.51024e-07
-1.952,-2.46208e-07
-1.962,-2.49799e-07
-1.972,-2.60534e-07
-1.982,-2.5625e-07
-1.99201,-2.59071e-07
-2.002,-2.70434e-07
-2.012,-2.66583e-07
-2.02201,-2.68636e-07
-2.032,-2.80561e-07
-2.042,-2.77098e-07
-2.0521,-2.78657e-07
-2.0621,-2.90862e-07
-2.0721,-2.88564e-07
-2.0821,-2.88873e-07
-2.0921,-3.0136e-07
-2.1021,-2.99868e-07
-2.1121,-2.99395e-07
-2.12211,-3.1196e-07
-2.1321,-3.11392e-07
-2.1421,-3.10159e-07
-2.1522,-3.22928e-07
-2.1622,-3.23294e-07
-2.1722,-3.21412e-07
-2.1822,-3.34048e-07
-2.1922,-3.35591e-07
-2.2022,-3.33049e-07
-2.2122,-3.45551e-07
-2.2222,-3.47909e-07
-2.2322,-3.45026e-07
-2.2422,-3.57147e-07
-2.2523,-3.6058e-07
-2.26231,-3.56943e-07
-2.2723,-3.68136e-07
-2.2823,-3.74099e-07
-2.2923,-3.69405e-07
-2.30231,-3.79824e-07
-2.3123,-3.87231e-07
-2.3223,-3.82378e-07
-2.33231,-3.917e-07
-2.3423,-4.00303e-07
-2.3524,-3.95547e-07
-2.3624,-4.04147e-07
-2.3724,-4.13664e-07
-2.3824,-4.09048e-07
-2.39241,-4.1696e-07
-2.4024,-4.27261e-07
-2.4124,-4.22905e-07
-2.42241,-4.29873e-07
-2.4324,-4.40882e-07
-2.4424,-4.3704e-07
-2.45251,-4.43583e-07
-2.4625,-4.55078e-07
-2.4725,-4.51722e-07
-2.48251,-4.57333e-07
-2.4925,-4.69602e-07
-2.5025,-4.66848e-07
-2.5125,-4.71506e-07
-2.5225,-4.84207e-07
-2.5325,-4.81751e-07
-2.5425,-4.85773e-07
-2.5526,-4.99202e-07
-2.5626,-4.97314e-07
-2.5726,-5.00868e-07
-2.5826,-5.14655e-07
-2.5926,-5.13311e-07
-2.6026,-5.15849e-07
-2.6126,-5.29924e-07
-2.6226,-5.29617e-07
-2.63261,-5.31349e-07
-2.6426,-5.45664e-07
-2.6527,-5.46626e-07
-2.6627,-5.47349e-07
-2.6727,-5.61737e-07
-2.6827,-5.63528e-07
-2.6927,-5.63604e-07
-2.7027,-5.78216e-07
-2.7127,-5.81964e-07
-2.7227,-5.80477e-07
-2.7327,-5.94036e-07
-2.7427,-5.99631e-07
-2.7528,-5.97663e-07
-2.7628,-6.10902e-07
-2.7728,-6.1759e-07
-2.7828,-6.15014e-07
-2.79281,-6.27866e-07
-2.8028,-6.35752e-07
-2.8128,-6.32845e-07
-2.82281,-6.45088e-07
-2.8328,-6.54207e-07
-2.8428,-6.51194e-07
-2.85291,-6.62861e-07
-2.8629,-6.72845e-07
-2.8729,-6.69875e-07
-2.88291,-6.80776e-07
-2.8929,-6.91812e-07
-2.9029,-6.89e-07
-2.91291,-6.99043e-07
-2.9229,-7.11058e-07
-2.9329,-7.08458e-07
-2.94291,-7.17758e-07
-2.953,-7.30522e-07
-2.963,-7.28366e-07
-2.973,-7.37005e-07
-2.98301,-7.50342e-07
-2.993,-7.48679e-07
-3.003,-7.56539e-07
-3.013,-7.70466e-07
-3.023,-7.69303e-07
-3.03301,-7.76509e-07
-3.043,-7.90929e-07
-3.0531,-7.9049e-07
-3.0631,-7.96784e-07
-3.0731,-8.11987e-07
-3.0831,-8.11884e-07
-3.09311,-8.17514e-07
-3.1031,-8.33319e-07
-3.1131,-8.33861e-07
-3.12311,-8.38943e-07
-3.1331,-8.54984e-07
-3.1431,-8.56495e-07
-3.1532,-8.60694e-07
-3.1632,-8.75302e-07
-3.1732,-8.83141e-07
-3.1832,-8.82522e-07
-3.19321,-8.97451e-07
-3.2032,-9.06432e-07
-3.2132,-9.05316e-07
-3.22321,-9.19655e-07
-3.2332,-9.29797e-07
-3.2432,-9.28626e-07
-3.25331,-9.42281e-07
-3.2633,-9.53646e-07
-3.2733,-9.52337e-07
-3.28331,-9.65175e-07
-3.2933,-9.77611e-07
-3.3033,-9.76501e-07
-3.3133,-9.88756e-07
-3.3233,-1.002057e-06
-3.3333,-1.001341e-06
-3.3433,-1.011173e-06
-3.3534,-1.0185e-06
-3.3634,-1.02529e-06
-3.3734,-1.04192e-06
-3.3834,-1.0506e-06
-3.3934,-1.05083e-06
-3.4034,-1.0612e-06
-3.4134,-1.07704e-06
-3.4234,-1.08163e-06
-3.4334,-1.08471e-06
-3.4434,-1.09917e-06
-3.4535,-1.11198e-06
-3.4635,-1.11331e-06
-3.4735,-1.12002e-06
-3.4835,-1.13705e-06
-3.4935,-1.14639e-06
-3.5035,-1.14718e-06
-3.5135,-1.1578e-06
-3.5235,-1.17428e-06
-3.5335,-1.17979e-06
-3.5435,-1.18306e-06
-3.5536,-1.19784e-06
-3.5636,-1.21143e-06
-3.5736,-1.21342e-06
-3.5836,-1.22015e-06
-3.5936,-1.23372e-06
-3.6036,-1.24873e-06
-3.6136,-1.25256e-06
-3.6236,-1.25856e-06
-3.6336,-1.27092e-06
-3.6436,-1.2874e-06
-3.6537,-1.29271e-06
-3.6637,-1.29751e-06
-3.6737,-1.31363e-06
-3.6837,-1.32695e-06
-3.6937,-1.32909e-06
-3.7037,-1.33754e-06
-3.7137,-1.35588e-06
-3.7237,-1.36568e-06
-3.7337,-1.36782e-06
-3.7437,-1.38019e-06
-3.7538,-1.39778e-06
-3.7638,-1.40397e-06
-3.7738,-1.40896e-06
-3.7838,-1.42527e-06
-3.7938,-1.4395e-06
-3.8038,-1.44234e-06
-3.8138,-1.45119e-06
-3.8238,-1.46999e-06
-3.8338,-1.48085e-06
-3.8438,-1.48347e-06
-3.8539,-1.49622e-06
-3.8639,-1.51437e-06
-3.8739,-1.52143e-06
-3.8839,-1.52674e-06
-3.8939,-1.54352e-06
-3.9039,-1.55858e-06
-3.9139,-1.56223e-06
-3.9239,-1.57147e-06
-3.9339,-1.59103e-06
-3.9439,-1.6024e-06
-3.954,-1.60576e-06
-3.964,-1.61918e-06
-3.974,-1.63792e-06
-3.984,-1.64546e-06
-3.994,-1.65147e-06
-4.004,-1.67214e-06
-4.014,-1.6756e-06
-4.024,-1.6882e-06
-4.034,-1.7078e-06
-4.044,-1.71975e-06
-4.0541,-1.72376e-06
-4.0641,-1.73537e-06
-4.0741,-1.75555e-06
-4.0841,-1.7663e-06
-4.0941,-1.77089e-06
-4.1041,-1.78692e-06
-4.1141,-1.80504e-06
-4.1241,-1.81199e-06
-4.1341,-1.82039e-06
-4.1441,-1.84017e-06
-4.1542,-1.85518e-06
-4.1642,-1.85956e-06
-4.1742,-1.8719e-06
-4.1842,-1.89269e-06
-4.1942,-1.90406e-06
-4.2042,-1.90939e-06
-4.2142,-1.92621e-06
-4.2242,-1.94478e-06
-4.2342,-1.95252e-06
-4.2442,-1.96151e-06
-4.2543,-1.9819e-06
-4.2643,-1.99767e-06
-4.2743,-2.00277e-06
-4.2843,-2.01557e-06
-4.2943,-2.03728e-06
-4.3043,-2.04954e-06
-4.3143,-2.05539e-06
-4.3243,-2.07242e-06
-4.3343,-2.09225e-06
-4.3443,-2.10076e-06
-4.3544,-2.1104e-06
-4.3644,-2.13133e-06
-4.3744,-2.14785e-06
-4.3844,-2.1537e-06
-4.3944,-2.16733e-06
-4.4044,-2.18964e-06
-4.4144,-2.20252e-06
-4.4244,-2.2143e-06
-4.4344,-2.23316e-06
-4.4444,-2.24037e-06
-4.4545,-2.25263e-06
-4.4645,-2.27144e-06
-4.4745,-2.29132e-06
-4.4845,-2.29959e-06
-4.4945,-2.31101e-06
-4.5045,-2.33376e-06
-4.5145,-2.35014e-06
-4.5245,-2.35675e-06
-4.5345,-2.37239e-06
-4.5445,-2.39518e-06
-4.5546,-2.40822e-06
-4.5646,-2.4165e-06
-4.5746,-2.43638e-06
-4.5846,-2.45686e-06
-4.5946,-2.46598e-06
-4.6046,-2.47816e-06
-4.6146,-2.5017e-06
-4.6246,-2.5188e-06
-4.6346,-2.52623e-06
-4.6446,-2.5426e-06
-4.6547,-2.56631e-06
-4.6647,-2.57987e-06
-4.6747,-2.58901e-06
-4.6847,-2.60968e-06
-4.6947,-2.63096e-06
-4.7047,-2.64083e-06
-4.7147,-2.65383e-06
-4.7247,-2.67806e-06
-4.7347,-2.69594e-06
-4.7447,-2.70418e-06
-4.7548,-2.72126e-06
-4.7648,-2.74585e-06
-4.7748,-2.76063e-06
-4.7848,-2.77019e-06
-4.7948,-2.79144e-06
-4.8048,-2.81373e-06
-4.8148,-2.82475e-06
-4.8248,-2.83843e-06
-4.8348,-2.86324e-06
-4.8448,-2.87346e-06
-4.85491,-2.89253e-06
-4.8649,-2.91744e-06
-4.8749,-2.93139e-06
-4.8849,-2.94288e-06
-4.8949,-2.96552e-06
-4.9049,-2.98802e-06
-4.9149,-2.99904e-06
-4.9249,-3.01406e-06
-4.9349,-3.03999e-06
-4.9449,-3.05924e-06
-4.955,-3.06929e-06
-4.965,-3.08829e-06
-4.975,-3.11432e-06
-4.985,-3.12977e-06
-4.995,-3.14166e-06
-5.005,-3.16524e-06
-5.015,-3.1886e-06
-5.025,-3.20027e-06
-5.035,-3.21625e-06
-5.045,-3.24312e-06
-5.0551,-3.26357e-06
-5.0651,-3.27425e-06
-5.0751,-3.29404e-06
-5.0851,-3.32088e-06
-5.0951,-3.33759e-06
-5.1051,-3.35008e-06
-5.1151,-3.37416e-06
-5.1251,-3.39874e-06
-5.1351,-3.41187e-06
-5.1451,-3.42839e-06
-5.1552,-3.45612e-06
-5.1652,-3.47734e-06
-5.1752,-3.48888e-06
-5.1852,-3.5095e-06
-5.1952,-3.53745e-06
-5.2052,-3.55505e-06
-5.2152,-3.56848e-06
-5.2252,-3.59336e-06
-5.2352,-3.61887e-06
-5.2452,-3.63282e-06
-5.2553,-3.65055e-06
-5.2653,-3.68084e-06
-5.2753,-3.69346e-06
-5.2853,-3.71336e-06
-5.2953,-3.74253e-06
-5.3053,-3.763e-06
-5.3153,-3.77613e-06
-5.3253,-3.79947e-06
-5.3353,-3.82786e-06
-5.3453,-3.84507e-06
-5.3554,-3.8614e-06
-5.3654,-3.88886e-06
-5.3754,-3.91424e-06
-5.3854,-3.9283e-06
-5.3954,-3.94828e-06
-5.4054,-3.97846e-06
-5.4154,-4.00018e-06
-5.4254,-4.01423e-06
-5.4354,-4.03862e-06
-5.4454,-4.0679e-06
-5.4555,-4.08607e-06
-5.4655,-4.10333e-06
-5.4755,-4.13181e-06
-5.4855,-4.15822e-06
-5.4955,-4.17321e-06
-5.5055,-4.19428e-06
-5.5155,-4.22558e-06
-5.5255,-4.24824e-06
-5.5355,-4.26308e-06
-5.5455,-4.2886e-06
-5.5556,-4.31901e-06
-5.5656,-4.33815e-06
-5.5756,-4.35632e-06
-5.5856,-4.38587e-06
-5.5956,-4.41309e-06
-5.6056,-4.42891e-06
-5.6156,-4.45132e-06
-5.6256,-4.48353e-06
-5.6356,-4.5072e-06
-5.6456,-4.52326e-06
-5.6557,-4.54975e-06
-5.6657,-4.58112e-06
-5.6757,-4.60128e-06
-5.6857,-4.62367e-06
-5.6957,-4.65441e-06
-5.7057,-4.67381e-06
-5.7157,-4.69427e-06
-5.7257,-4.72608e-06
-5.7357,-4.75391e-06
-5.7457,-4.77092e-06
-5.7558,-4.79509e-06
-5.7658,-4.82864e-06
-5.7758,-4.85346e-06
-5.7858,-4.87099e-06
-5.7958,-4.89907e-06
-5.8058,-4.93148e-06
-5.8158,-4.95274e-06
-5.8258,-4.97355e-06
-5.8358,-5.00596e-06
-5.8458,-5.03525e-06
-5.8559,-5.05368e-06
-5.8659,-5.07864e-06
-5.8759,-5.11328e-06
-5.8859,-5.13915e-06
-5.8959,-5.15778e-06
-5.9059,-5.18696e-06
-5.9159,-5.22067e-06
-5.9259,-5.24301e-06
-5.9359,-5.26492e-06
-5.9459,-5.29815e-06
-5.956,-5.329e-06
-5.966,-5.34828e-06
-5.976,-5.37438e-06
-5.986,-5.41015e-06
-5.996,-5.4373e-06
-6.006,-5.45697e-06
-6.016,-5.48718e-06
-6.026,-5.52216e-06
-6.036,-5.54588e-06
-6.046,-5.56855e-06
-6.0561,-5.60298e-06
-6.0661,-5.635e-06
-6.0761,-5.65592e-06
-6.0861,-5.68246e-06
-6.0961,-5.71949e-06
-6.1061,-5.74139e-06
-6.1161,-5.76879e-06
-6.1261,-5.80613e-06
-6.1361,-5.83466e-06
-6.1461,-5.85588e-06
-6.1562,-5.88797e-06
-6.1662,-5.9242e-06
-6.1762,-5.94946e-06
-6.1862,-5.97369e-06
-6.1962,-6.00947e-06
-6.2062,-6.04305e-06
-6.2162,-6.06514e-06
-6.2262,-6.09341e-06
-6.2362,-6.13182e-06
-6.2462,-6.16193e-06
-6.2563,-6.18447e-06
-6.2663,-6.21713e-06
-6.2763,-6.25499e-06
-6.2863,-6.28175e-06
-6.2963,-6.30717e-06
-6.3063,-6.34383e-06
-6.3163,-6.37872e-06
-6.3263,-6.40236e-06
-6.3363,-6.43175e-06
-6.3463,-6.47152e-06
-6.3564,-6.50333e-06
-6.3664,-6.52702e-06
-6.3764,-6.56077e-06
-6.3864,-6.5996e-06
-6.3964,-6.62745e-06
-6.4064,-6.65409e-06
-6.4164,-6.69227e-06
-6.4264,-6.72819e-06
-6.4364,-6.75287e-06
-6.4464,-6.78385e-06
-6.4565,-6.82514e-06
-6.4665,-6.85797e-06
-6.4765,-6.88254e-06
-6.4865,-6.91764e-06
-6.4965,-6.95796e-06
-6.5065,-6.98698e-06
-6.5165,-7.01505e-06
-6.5265,-7.05817e-06
-6.5365,-7.0877e-06
-6.5465,-7.11585e-06
-6.5566,-7.15592e-06
-6.5666,-7.19291e-06
-6.5766,-7.22516e-06
-6.5866,-7.25187e-06
-6.5966,-7.29069e-06
-6.6066,-7.3305e-06
-6.6166,-7.35929e-06
-6.6266,-7.39027e-06
-6.6366,-7.43255e-06
-6.6466,-7.46944e-06
-6.6567,-7.49657e-06
-6.6667,-7.53196e-06
-6.6767,-7.57525e-06
-6.6867,-7.6087e-06
-6.6967,-7.63691e-06
-6.7067,-7.67664e-06
-6.7167,-7.71811e-06
-6.7267,-7.74835e-06
-6.7367,-7.78072e-06
-6.7467,-7.82426e-06
-6.7568,-7.86311e-06
-6.7668,-7.89154e-06
-6.7768,-7.92746e-06
-6.7868,-7.97254e-06
-6.7968,-8.00824e-06
-6.8068,-8.03738e-06
-6.8168,-8.07782e-06
-6.8268,-8.12138e-06
-6.8368,-8.15381e-06
-6.8468,-8.18669e-06
-6.8569,-8.23159e-06
-6.8669,-8.27208e-06
-6.8769,-8.30196e-06
-6.8869,-8.33933e-06
-6.8969,-8.3857e-06
-6.9069,-8.42276e-06
-6.9169,-8.4533e-06
-6.9269,-8.49513e-06
-6.9369,-8.54001e-06
-6.9469,-8.56931e-06
-6.957,-8.61677e-06
-6.967,-8.65632e-06
-6.977,-8.6874e-06
-6.987,-8.72787e-06
-6.997,-8.77484e-06
-7.007,-8.81222e-06
-7.017,-8.84486e-06
-7.027,-8.88933e-06
-7.037,-8.93434e-06
-7.047,-8.96794e-06
-7.0571,-9.00552e-06
-7.0671,-9.05348e-06
-7.0771,-9.09603e-06
-7.0871,-9.12839e-06
-7.0971,-9.16907e-06
-7.1071,-9.21802e-06
-7.1171,-9.25739e-06
-7.1271,-9.29139e-06
-7.1371,-9.33661e-06
-7.1471,-9.38378e-06
-7.1572,-9.42028e-06
-7.1672,-9.45813e-06
-7.1772,-9.50728e-06
-7.1872,-9.55164e-06
-7.1972,-9.58571e-06
-7.2072,-9.62777e-06
-7.2172,-9.67834e-06
-7.2272,-9.71945e-06
-7.2372,-9.75481e-06
-7.2472,-9.80126e-06
-7.2573,-9.85096e-06
-7.2673,-9.88856e-06
-7.2773,-9.92746e-06
-7.2873,-9.97815e-06
-7.2973,-1.002467e-05
-7.3073,-1.006021e-05
-7.3173,-1.01031e-05
-7.3273,-1.015544e-05
-7.3373,-1.019835e-05
-7.3473,-1.023497e-05
-7.3574,-1.028361e-05
-7.3674,-1.033138e-05
-7.3774,-1.036931e-05
-7.3874,-1.041735e-05
-7.3974,-1.04688e-05
-7.4074,-1.05154e-05
-7.4174,-1.05533e-05
-7.4274,-1.0597e-05
-7.4374,-1.06509e-05
-7.4474,-1.06965e-05
-7.4575,-1.07348e-05
-7.4675,-1.07832e-05
-7.4775,-1.08368e-05
-7.4875,-1.0879e-05
-7.4975,-1.09201e-05
-7.5075,-1.09735e-05
-7.5175,-1.10245e-05
-7.5275,-1.10639e-05
-7.5375,-1.11085e-05
-7.5475,-1.11637e-05
-7.5576,-1.1212e-05
-7.5676,-1.12513e-05
-7.5776,-1.13009e-05
-7.5876,-1.13561e-05
-7.5976,-1.14007e-05
-7.6076,-1.14432e-05
-7.6176,-1.14971e-05
-7.6276,-1.15497e-05
-7.6376,-1.15908e-05
-7.6476,-1.16378e-05
-7.6577,-1.16956e-05
-7.6677,-1.17453e-05
-7.6777,-1.17863e-05
-7.6877,-1.18372e-05
-7.6977,-1.18946e-05
-7.7077,-1.19413e-05
-7.7177,-1.19851e-05
-7.7277,-1.20407e-05
-7.7377,-1.20953e-05
-7.7477,-1.21385e-05
-7.7578,-1.21869e-05
-7.7678,-1.22457e-05
-7.7778,-1.22966e-05
-7.7878,-1.23484e-05
-7.7978,-1.23914e-05
-7.8078,-1.24443e-05
-7.8178,-1.25037e-05
-7.8278,-1.25521e-05
-7.8378,-1.25976e-05
-7.8478,-1.2655e-05
-7.8579,-1.27125e-05
-7.8679,-1.2758e-05
-7.8779,-1.28075e-05
-7.8879,-1.28683e-05
-7.8979,-1.29223e-05
-7.9079,-1.29669e-05
-7.9179,-1.30213e-05
-7.9279,-1.30823e-05
-7.9379,-1.3133e-05
-7.9479,-1.318e-05
-7.958,-1.32396e-05
-7.968,-1.32986e-05
-7.978,-1.33466e-05
-7.988,-1.33975e-05
-7.998,-1.34602e-05
-8.008,-1.35166e-05
-8.018,-1.35632e-05
-8.028,-1.36186e-05
-8.038,-1.36824e-05
-8.048,-1.37351e-05
-8.0581,-1.37842e-05
-8.0681,-1.38445e-05
-8.0781,-1.39058e-05
-8.0881,-1.39558e-05
-8.0981,-1.40088e-05
-8.1081,-1.4073e-05
-8.1181,-1.41312e-05
-8.1281,-1.41793e-05
-8.1381,-1.42364e-05
-8.1481,-1.43018e-05
-8.1582,-1.43574e-05
-8.16821,-1.44081e-05
-8.1782,-1.44703e-05
-8.1882,-1.45339e-05
-8.1982,-1.45857e-05
-8.2082,-1.46433e-05
-8.2182,-1.47086e-05
-8.2282,-1.47626e-05
-8.2382,-1.48166e-05
-8.2482,-1.48816e-05
-8.2583,-1.49443e-05
-8.2683,-1.4996e-05
-8.2783,-1.50536e-05
-8.2883,-1.51217e-05
-8.2983,-1.51819e-05
-8.3083,-1.52339e-05
-8.3183,-1.52954e-05
-8.3283,-1.53634e-05
-8.3383,-1.54203e-05
-8.3483,-1.54757e-05
-8.3584,-1.55429e-05
-8.3684,-1.56078e-05
-8.3784,-1.56617e-05
-8.3884,-1.57213e-05
-8.3984,-1.57913e-05
-8.4084,-1.5854e-05
-8.4184,-1.59077e-05
-8.4284,-1.59716e-05
-8.4384,-1.60411e-05
-8.4484,-1.61003e-05
-8.4585,-1.61578e-05
-8.4685,-1.62261e-05
-8.4785,-1.62936e-05
-8.4885,-1.63494e-05
-8.4985,-1.6411e-05
-8.5085,-1.6483e-05
-8.5185,-1.65473e-05
-8.5285,-1.66033e-05
-8.5385,-1.66695e-05
-8.5485,-1.67413e-05
-8.5586,-1.68025e-05
-8.5686,-1.68617e-05
-8.5786,-1.69327e-05
-8.5886,-1.70022e-05
-8.5986,-1.70604e-05
-8.6086,-1.71236e-05
-8.6186,-1.71979e-05
-8.6286,-1.72584e-05
-8.6386,-1.73223e-05
-8.6486,-1.7397e-05
-8.6587,-1.74644e-05
-8.6687,-1.75234e-05
-8.6787,-1.75914e-05
-8.6887,-1.76663e-05
-8.6987,-1.77313e-05
-8.7087,-1.77919e-05
-8.7187,-1.78646e-05
-8.7287,-1.79372e-05
-8.7387,-1.79993e-05
-8.7487,-1.80643e-05
-8.7588,-1.81418e-05
-8.7688,-1.82116e-05
-8.7788,-1.82726e-05
-8.7888,-1.83424e-05
-8.7988,-1.84192e-05
-8.8088,-1.84861e-05
-8.8188,-1.85488e-05
-8.8288,-1.86244e-05
-8.8388,-1.87002e-05
-8.8488,-1.8764e-05
-8.8589,-1.88322e-05
-8.8689,-1.89105e-05
-8.8789,-1.89829e-05
-8.8889,-1.90468e-05
-8.8989,-1.91183e-05
-8.9089,-1.91977e-05
-8.9189,-1.92671e-05
-8.9289,-1.93316e-05
-8.9389,-1.94096e-05
-8.9489,-1.94866e-05
-8.959,-1.95538e-05
-8.969,-1.96229e-05
-8.979,-1.97037e-05
-8.989,-1.97786e-05
-8.999,-1.9844e-05
-9.009,-1.99182e-05
-9.019,-2.00008e-05
-9.029,-2.00726e-05
-9.039,-2.01397e-05
-9.049,-2.0223e-05
-9.0591,-2.02976e-05
-9.0691,-2.03652e-05
-9.0791,-2.04437e-05
-9.0891,-2.05257e-05
-9.0991,-2.05968e-05
-9.1091,-2.06678e-05
-9.1191,-2.07499e-05
-9.1291,-2.08296e-05
-9.1391,-2.08987e-05
-9.1491,-2.09741e-05
-9.1592,-2.10606e-05
-9.1692,-2.11372e-05
-9.1792,-2.12067e-05
-9.1892,-2.12869e-05
-9.1992,-2.13721e-05
-9.2092,-2.14463e-05
-9.2192,-2.1519e-05
-9.2292,-2.16041e-05
-9.2392,-2.16868e-05
-9.2492,-2.17583e-05
-9.2593,-2.18361e-05
-9.2693,-2.19228e-05
-9.2793,-2.2002e-05
-9.2893,-2.20738e-05
-9.2993,-2.21554e-05
-9.3093,-2.22433e-05
-9.3193,-2.23196e-05
-9.3293,-2.23948e-05
-9.3393,-2.24813e-05
-9.3493,-2.25668e-05
-9.3594,-2.26419e-05
-9.3694,-2.27219e-05
-9.3794,-2.2812e-05
-9.3894,-2.28946e-05
-9.3994,-2.29688e-05
-9.4094,-2.30529e-05
-9.4194,-2.31427e-05
-9.4294,-2.32214e-05
-9.4394,-2.32994e-05
-9.4494,-2.33888e-05
-9.4595,-2.34775e-05
-9.4695,-2.35518e-05
-9.4795,-2.36407e-05
-9.4895,-2.37299e-05
-9.4995,-2.38082e-05
-9.5095,-2.38908e-05
-9.5195,-2.39782e-05
-9.5295,-2.40708e-05
-9.5395,-2.4152e-05
-9.5495,-2.42331e-05
-9.5596,-2.43274e-05
-9.5696,-2.44171e-05
-9.5796,-2.44959e-05
-9.5896,-2.45808e-05
-9.5996,-2.4676e-05
-9.6096,-2.47627e-05
-9.6196,-2.48427e-05
-9.6296,-2.49327e-05
-9.6396,-2.50279e-05
-9.6496,-2.51123e-05
-9.6597,-2.51969e-05
-9.6697,-2.52914e-05
-9.6797,-2.53842e-05
-9.6897,-2.54655e-05
-9.6997,-2.55534e-05
-9.7097,-2.56518e-05
-9.7197,-2.57421e-05
-9.7297,-2.58239e-05
-9.7397,-2.59164e-05
-9.7497,-2.60143e-05
-9.7598,-2.61019e-05
-9.7698,-2.61882e-05
-9.7798,-2.6286e-05
-9.7898,-2.63824e-05
-9.7998,-2.64662e-05
-9.8098,-2.65566e-05
-9.8198,-2.66574e-05
-9.8298,-2.6751e-05
-9.8398,-2.68358e-05
-9.8498,-2.69306e-05
-9.8599,-2.70323e-05
-9.8699,-2.7122e-05
-9.8799,-2.72104e-05
-9.8899,-2.73147e-05
-9.8999,-2.7401e-05
-9.9099,-2.74944e-05
-9.9199,-2.75979e-05
-9.9299,-2.7694e-05
-9.9399,-2.77827e-05
-9.9499,-2.78758e-05
-9.96,-2.79808e-05
-9.97,-2.80788e-05
-9.98,-2.81671e-05
-9.99,-2.82651e-05
-10.0,-2.83708e-05
